Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
Milk,2008-11-05,2008,7.3,16.107,1766,en,"History, Drama","['History', 'Drama']",History,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",https://image.tmdb.org/t/p/original/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,"history drama the true story of harvey milk, the first openly gay man ever elected to public office. in san francisco in the late 1970s, harvey milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all americans."
Like a Cat on a Highway,2017-12-28,2017,6.5,16.105,781,it,"Family, Comedy","['Family', 'Comedy']",Family,"The story of an encounter between a bourgeois man and a poor woman, because their teenage children fall in love.",https://image.tmdb.org/t/p/original/7d3ljZjh3bnMps3UuEhGwTr0Ice.jpg,"family comedy the story of an encounter between a bourgeois man and a poor woman, because their teenage children fall in love."
The Devil's Double,2011-02-11,2011,6.7,16.104,442,en,"Drama, Action, Thriller, Crime, War","['Drama', 'Action', 'Thriller', 'Crime', 'War']",Drama,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,https://image.tmdb.org/t/p/original/mpzo9adHhc9WPFtAnbZEHbOff8U.jpg,drama action thriller crime war a chilling vision of the house of saddam hussein comes to life through the eyes of the man who was forced to become the double of hussein's sadistic son.
The Sun Is Also a Star,2019-05-16,2019,7.0,16.102,524,en,"Romance, Drama","['Romance', 'Drama']",Romance,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",https://image.tmdb.org/t/p/original/pYfI62qgone3Ai0tzgxtQq7chDE.jpg,"romance drama two young new yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to jamaica, and his concerning an education at dartmouth."
White Fang 2: Myth of the White Wolf,1994-04-15,1994,6.6,16.1,93,en,"Adventure, Family","['Adventure', 'Family']",Adventure,"A boy and his dog, White Fang, must try to save the noble Haida tribe from evil white men in turn-of-the-century Alaska.",https://image.tmdb.org/t/p/original/7Zu4SnJpcMrVlWcbBvdmtH6egCT.jpg,"adventure family a boy and his dog, white fang, must try to save the noble haida tribe from evil white men in turn-of-the-century alaska."
Survival of the Dead,2010-05-06,2010,4.9,16.099,350,en,"Comedy, Horror, Thriller","['Comedy', 'Horror', 'Thriller']",Comedy,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",https://image.tmdb.org/t/p/original/abJiDooakUefaStfGBShm0I3ENc.jpg,"comedy horror thriller on an island off the coast of north america, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state."
Not Without My Daughter,1991-01-11,1991,6.5,16.099,225,en,"Drama, Thriller","['Drama', 'Thriller']",Drama,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.",https://image.tmdb.org/t/p/original/9EwpERBZ6urOSUokGqiLq8hYRxC.jpg,"drama thriller an american woman, trapped in islamic iran by her brutish husband, must find a way to escape with her daughter as well."
Uncle Buck,1989-08-16,1989,6.8,16.099,887,en,"Comedy, Drama, Family","['Comedy', 'Drama', 'Family']",Comedy,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",https://image.tmdb.org/t/p/original/i0MuRxuENc9Ur3croChw0Tmrs5G.jpg,"comedy drama family buck russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. his freewheeling attitude soon causes tension with his older niece tia, loyal girlfriend chanice and just about everyone else who crosses his path."
Videodrome,1983-02-04,1983,7.3,16.099,1574,en,"Horror, Mystery, Science Fiction","['Horror', 'Mystery', 'Science Fiction']",Horror,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",https://image.tmdb.org/t/p/original/w5bqL9IiGIH0g4oq7ExFEq4KSl4.jpg,"horror mystery science fiction as the president of a trashy tv channel, max renn is desperate for new programming to attract viewers. when he happens upon ""videodrome,"" a tv show dedicated to gratuitous torture and punishment, max sees a potential hit and broadcasts the show on his channel. however, after his girlfriend auditions for the show and never returns, max investigates the truth behind videodrome and discovers that the graphic violence may not be as fake as he thought."
Vampires,1998-10-30,1998,6.3,16.098,923,en,"Action, Fantasy, Horror","['Action', 'Fantasy', 'Horror']",Action,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,https://image.tmdb.org/t/p/original/iBkoNEyjXNlruGxuiBbUS4iReeq.jpg,action fantasy horror the church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.
Money Train,1995-11-21,1995,5.8,16.095,595,en,"Action, Comedy, Crime","['Action', 'Comedy', 'Crime']",Action,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",https://image.tmdb.org/t/p/original/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,"action comedy crime when a vengeful new york transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him."
Gloria,1999-01-22,1999,5.9,16.094,80,en,"Drama, Action, Thriller, Crime","['Drama', 'Action', 'Thriller', 'Crime']",Drama,"Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under her wing after his family has been gunned down.",https://image.tmdb.org/t/p/original/1AKAfnT3nm7asU9qyNT6gtS1vbe.jpg,"drama action thriller crime sharon stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under her wing after his family has been gunned down."
Your Highness,2011-04-08,2011,5.3,16.093,1057,en,"Comedy, Fantasy","['Comedy', 'Fantasy']",Comedy,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",https://image.tmdb.org/t/p/original/bq3gU60TkgBjLUbxSSZVhDhlhmH.jpg,"comedy fantasy a fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom."
For Love or Money,1993-10-01,1993,6.2,16.093,275,en,"Comedy, Romance","['Comedy', 'Romance']",Comedy,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",https://image.tmdb.org/t/p/original/x1twBUsthHeA7FwOxPpQWtJb9zy.jpg,"comedy romance new york concierge doug ireland wants to go into business for himself and refurbish a hotel on roosevelt island, n.y., but he needs an investor. with a few weeks left before his option on the site runs out, doug agrees to help wealthy christian hanover conceal his affair with salesgirl andy hart from his wife. despite his own attraction to andy, doug tries to stay focused on getting christian to invest $3 million in his project."
Beavis and Butt-Head Do America,1996-12-15,1996,6.6,16.091,488,en,"Animation, Comedy","['Animation', 'Comedy']",Animation,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted.",https://image.tmdb.org/t/p/original/wEB1GPT7mQcTNuYT73s72ljjbMF.jpg,"animation comedy mike judge's slacker duo, beavis and butt-head, wake to discover their tv has been stolen. their search for a new one takes them on a clueless adventure across america where they manage to accidentally become america's most wanted."
Philomena,2013-11-01,2013,7.4,16.09,1321,en,Drama,['Drama'],Drama,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",https://image.tmdb.org/t/p/original/eBUv2GmGdXmCk1AaSOmyiu70hN8.jpg,"drama a woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent."
Glengarry Glen Ross,1992-09-15,1992,7.4,16.089,954,en,"Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']",Crime,"When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",https://image.tmdb.org/t/p/original/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg,"crime drama mystery when an office full of chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. shelley levene, who has a sick daughter, does everything in his power to get better leads from his boss, john williamson, but to no avail. when his coworker dave moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen."
My Sex Doll,2020-10-30,2020,9.0,16.088,4,th,"Comedy, Romance","['Comedy', 'Romance']",Comedy,"The story of chaos both body and mind occurs when ""Brick"" (Ton Nam - Piem Chon) receives a package of mystery that is inside ""Anna"" (Mook - Pichana) Sex Doll AI system that Able to develop themselves as human beings Brick had to try sex with Anna to test its functionality. Otherwise, he will owe $ 50 million from his father's loan to invest in making sex dolls. Everything seems to be going well. But stuck that he is still a virgin and is afraid of women! What will the bricks do next? When he is the only one who will be able to touch her",https://image.tmdb.org/t/p/original/cyVyrXq5dRAtdF06iQhi2vkkyYE.jpg,"comedy romance the story of chaos both body and mind occurs when ""brick"" (ton nam - piem chon) receives a package of mystery that is inside ""anna"" (mook - pichana) sex doll ai system that able to develop themselves as human beings brick had to try sex with anna to test its functionality. otherwise, he will owe $ 50 million from his father's loan to invest in making sex dolls. everything seems to be going well. but stuck that he is still a virgin and is afraid of women! what will the bricks do next? when he is the only one who will be able to touch her"
Bad Girls,1994-04-22,1994,5.4,16.088,172,en,"Romance, Western","['Romance', 'Western']",Romance,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",https://image.tmdb.org/t/p/original/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,"romance western four former harlots try to leave the wild west (colorado, to be exact) and head north to make a better life for themselves. unfortunately someone from cody's past won't let it happen that easily."
The Whole Ten Yards,2004-04-07,2004,5.7,16.086,742,en,"Comedy, Thriller, Crime","['Comedy', 'Thriller', 'Crime']",Comedy,"Jimmy ""The Tulip"" Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",https://image.tmdb.org/t/p/original/4fbglyCpPqK1u40fhncLXKAF74A.jpg,"comedy thriller crime jimmy ""the tulip"" tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, jill, a purported assassin who has yet to pull off a clean hit. suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on jimmy and jill's doorstep; it's oz, and he's begging them to help him rescue his wife, cynthia."
